rosbagTimestamp,linear,x,y,z,angular,x,y,z
55551000000,,0.0,0.0,0.0,,0.0,0.0,1.23684210526
55774000000,,0.0,0.0,0.0,,0.0,0.0,1.23684210526
55896000000,,0.5,0.0,0.0,,0.0,0.0,1.36842105263
56094000000,,0.5,0.0,0.0,,0.0,0.0,1.23684210526
56254000000,,0.448421052632,0.0,0.0,,0.0,0.0,1.10526315789
56376000000,,0.5,0.0,0.0,,0.0,0.0,0.594075894356
56451000000,,0.5,0.0,0.0,,0.0,0.0,-0.772920894623
56541000000,,0.5,0.0,0.0,,0.0,0.0,-0.97828309536
56666000000,,0.474210526316,0.0,0.0,,0.0,0.0,-0.868421052632
56767000000,,0.5,0.0,0.0,,0.0,0.0,-1.0
56867000000,,0.474210526316,0.0,0.0,,0.0,0.0,0.184210526316
57025000000,,0.474210526316,0.0,0.0,,0.0,0.0,0.184210526316
57106000000,,0.474210526316,0.0,0.0,,0.0,0.0,0.184210526316
57266000000,,0.5,0.0,0.0,,0.0,0.0,0.184210526316
57364000000,,0.5,0.0,0.0,,0.0,0.0,0.184210526316
57449000000,,0.5,0.0,0.0,,0.0,0.0,0.184210526316
57575000000,,0.474210526316,0.0,0.0,,0.0,0.0,0.184210526316
57743000000,,0.5,0.0,0.0,,0.0,0.0,0.0
57833000000,,0.5,0.0,0.0,,0.0,0.0,0.0526315789474
57925000000,,0.5,0.0,0.0,,0.0,0.0,0.0526315789474
58023000000,,0.474210526316,0.0,0.0,,0.0,0.0,0.0526315789474
58116000000,,0.474210526316,0.0,0.0,,0.0,0.0,0.0526315789474
58270000000,,0.5,0.0,0.0,,0.0,0.0,0.0
58381000000,,0.5,0.0,0.0,,0.0,0.0,0.0
58469000000,,0.5,0.0,0.0,,0.0,0.0,0.0
58569000000,,0.5,0.0,0.0,,0.0,0.0,0.0
58712000000,,0.5,0.0,0.0,,0.0,0.0,0.0
58841000000,,0.5,0.0,0.0,,0.0,0.0,0.0
58923000000,,0.5,0.0,0.0,,0.0,0.0,0.0
58998000000,,0.5,0.0,0.0,,0.0,0.0,0.0
59099000000,,0.5,0.0,0.0,,0.0,0.0,0.0
