rosbagTimestamp,linear,x,y,z,angular,x,y,z
435390000000,,0.474210526316,0.0,0.0,,0.0,0.0,-1.0
435594000000,,0.474210526316,0.0,0.0,,0.0,0.0,-1.0
435840000000,,0.5,0.0,0.0,,0.0,0.0,-1.0
436043000000,,0.5,0.0,0.0,,0.0,0.0,-0.868421052632
436294000000,,0.5,0.0,0.0,,0.0,0.0,-1.0
436569000000,,0.5,0.0,0.0,,0.0,0.0,-1.0
436791000000,,0.5,0.0,0.0,,0.0,0.0,-0.868421052632
437039000000,,0.5,0.0,0.0,,0.0,0.0,-0.871357796067
437246000000,,0.5,0.0,0.0,,0.0,0.0,-0.868421052632
437495000000,,0.5,0.0,0.0,,0.0,0.0,-0.736842105263
437743000000,,0.5,0.0,0.0,,0.0,0.0,-0.473684210526
437947000000,,0.5,0.0,0.0,,0.0,0.0,-0.473684210526
438191000000,,0.5,0.0,0.0,,0.0,0.0,-0.342105263158
438439000000,,0.5,0.0,0.0,,0.0,0.0,-0.0789473684211
438643000000,,0.5,0.0,0.0,,0.0,0.0,-0.0789473684211
438890000000,,0.5,0.0,0.0,,0.0,0.0,0.0
439093000000,,0.5,0.0,0.0,,0.0,0.0,0.0526315789474
439345000000,,0.5,0.0,0.0,,0.0,0.0,0.184210526316
439594000000,,0.5,0.0,0.0,,0.0,0.0,0.0
439840000000,,0.5,0.0,0.0,,0.0,0.0,0.184210526316
440041000000,,0.5,0.0,0.0,,0.0,0.0,0.184210526316
440246000000,,0.5,0.0,0.0,,0.0,0.0,0.0526315789474
440495000000,,0.5,0.0,0.0,,0.0,0.0,0.184210526316
440741000000,,0.5,0.0,0.0,,0.0,0.0,0.184210526316
440989000000,,0.5,0.0,0.0,,0.0,0.0,0.0526315789474
441204000000,,0.5,0.0,0.0,,0.0,0.0,0.184210526316
441447000000,,0.5,0.0,0.0,,0.0,0.0,0.184210526316
441694000000,,0.5,0.0,0.0,,0.0,0.0,0.0526315789474
441941000000,,0.5,0.0,0.0,,0.0,0.0,0.0526315789474
442143000000,,0.5,0.0,0.0,,0.0,0.0,0.0
442344000000,,0.5,0.0,0.0,,0.0,0.0,0.0526315789474
442593000000,,0.5,0.0,0.0,,0.0,0.0,0.0
442840000000,,0.5,0.0,0.0,,0.0,0.0,0.0
443042000000,,0.5,0.0,0.0,,0.0,0.0,0.0526315789474
443243000000,,0.475770256619,0.0,0.0,,0.0,0.0,0.0526315789474
443445000000,,0.420755214836,0.0,0.0,,0.0,0.0,0.184210526316
443694000000,,0.363228214714,0.0,0.0,,0.0,0.0,0.184210526316
443943000000,,0.307531453856,0.0,0.0,,0.0,0.0,0.0526315789474
444145000000,,0.257178842872,0.0,0.0,,0.0,0.0,0.0
444392000000,,0.224261525471,0.0,0.0,,0.0,0.0,0.0
444593000000,,0.199531930917,0.0,0.0,,0.0,0.0,0.0
444838000000,,0.161138802728,0.0,0.0,,0.0,0.0,0.0526315789474
445093000000,,0.131005646326,0.0,0.0,,0.0,0.0,0.184210526316
445343000000,,0.114508197481,0.0,0.0,,0.0,0.0,0.0
445553000000,,0.0976169953012,0.0,0.0,,0.0,0.0,0.184210526316
445789000000,,0.0820455171085,0.0,0.0,,0.0,0.0,0.184210526316
446038000000,,0.0682545476963,0.0,0.0,,0.0,0.0,0.184210526316
446243000000,,0.0630053401678,0.0,0.0,,0.0,0.0,-0.342105263158
446493000000,,0.0453768138491,0.0,0.0,,0.0,0.0,0.184210526316
446745000000,,0.0353790897771,0.0,0.0,,0.0,0.0,0.184210526316
446988000000,,0.030357291837,0.0,0.0,,0.0,0.0,0.184210526316
447194000000,,0.0290852212692,0.0,0.0,,0.0,0.0,-0.342105263158
447438000000,,0.0,-0.0,0.0,,0.0,0.0,0.106104475883
447643000000,,-0.0,-0.0,0.0,,0.0,0.0,0.0
447889000000,,0.0,0.0,0.0,,0.0,0.0,0.250075754973
448091000000,,0.0,0.0,0.0,,0.0,0.0,0.369750978636
448343000000,,0.0,0.0,0.0,,0.0,0.0,0.355604349743
448593000000,,0.0,0.0,0.0,,0.0,0.0,0.277817627207
448794000000,,0.0202890684083,0.0,0.0,,0.0,0.0,-0.473684210526
449039000000,,0.0,0.0,0.0,,0.0,0.0,0.102478982419
449245000000,,0.0,0.0,0.0,,0.0,0.0,0.203289225084
449492000000,,0.0,0.0,0.0,,0.0,0.0,0.15858511495
449743000000,,0.0,0.0,0.0,,0.0,0.0,0.119678668355
449989000000,,0.0,0.0,0.0,,0.0,0.0,0.0933545465033
450195000000,,0.0,0.0,0.0,,0.0,0.0,0.0755202010772
450447000000,,0.0,0.0,0.0,,0.0,0.0,0.0569831677235
450847000000,,0.5,0.0,0.0,,0.0,0.0,0.0526315789474
451091000000,,0.5,0.0,0.0,,0.0,0.0,0.0526315789474
451307000000,,0.5,0.0,0.0,,0.0,0.0,0.184210526316
451543000000,,0.5,0.0,0.0,,0.0,0.0,0.973684210526
451790000000,,0.5,0.0,0.0,,0.0,0.0,0.710526315789
452039000000,,0.5,0.0,0.0,,0.0,0.0,0.447368421053
