rosbagTimestamp,linear,x,y,z,angular,x,y,z
435390000000,,0.474210526316,0.0,0.0,,0.0,0.0,-1.0
435439000000,,0.474210526316,0.0,0.0,,0.0,0.0,-1.0
435490000000,,0.474210526316,0.0,0.0,,0.0,0.0,-0.868421052632
435539000000,,0.474210526316,0.0,0.0,,0.0,0.0,-1.0
435593000000,,0.474210526316,0.0,0.0,,0.0,0.0,-1.0
435643000000,,0.5,0.0,0.0,,0.0,0.0,-1.0
435693000000,,0.5,0.0,0.0,,0.0,0.0,-1.0
435743000000,,0.474210526316,0.0,0.0,,0.0,0.0,-0.868421052632
435791000000,,0.474210526316,0.0,0.0,,0.0,0.0,-1.0
435840000000,,0.5,0.0,0.0,,0.0,0.0,-1.0
435896000000,,0.5,0.0,0.0,,0.0,0.0,-1.0
435940000000,,0.5,0.0,0.0,,0.0,0.0,-1.0
435990000000,,0.5,0.0,0.0,,0.0,0.0,-0.736842105263
436043000000,,0.5,0.0,0.0,,0.0,0.0,-0.868421052632
436092000000,,0.5,0.0,0.0,,0.0,0.0,-1.0
436144000000,,0.5,0.0,0.0,,0.0,0.0,-1.0
436194000000,,0.5,0.0,0.0,,0.0,0.0,-1.0
436243000000,,0.5,0.0,0.0,,0.0,0.0,-1.0
436294000000,,0.5,0.0,0.0,,0.0,0.0,-1.0
436343000000,,0.5,0.0,0.0,,0.0,0.0,-1.0
436394000000,,0.5,0.0,0.0,,0.0,0.0,-1.0
436444000000,,0.5,0.0,0.0,,0.0,0.0,-1.0
436493000000,,0.5,0.0,0.0,,0.0,0.0,-1.0
436569000000,,0.5,0.0,0.0,,0.0,0.0,-1.0
436590000000,,0.474210526316,0.0,0.0,,0.0,0.0,-1.0
436640000000,,0.474210526316,0.0,0.0,,0.0,0.0,-1.0
436692000000,,0.5,0.0,0.0,,0.0,0.0,-1.0
436741000000,,0.474210526316,0.0,0.0,,0.0,0.0,-1.0
436791000000,,0.5,0.0,0.0,,0.0,0.0,-0.868421052632
436840000000,,0.474210526316,0.0,0.0,,0.0,0.0,-1.0
436891000000,,0.5,0.0,0.0,,0.0,0.0,-0.868421052632
436940000000,,0.5,0.0,0.0,,0.0,0.0,-1.0
436989000000,,0.5,0.0,0.0,,0.0,0.0,-0.868421052632
437039000000,,0.5,0.0,0.0,,0.0,0.0,-0.871357796067
437095000000,,0.5,0.0,0.0,,0.0,0.0,-0.868421052632
437145000000,,0.5,0.0,0.0,,0.0,0.0,-0.868421052632
437194000000,,0.5,0.0,0.0,,0.0,0.0,-0.736842105263
437246000000,,0.5,0.0,0.0,,0.0,0.0,-0.868421052632
437296000000,,0.5,0.0,0.0,,0.0,0.0,-0.736842105263
437345000000,,0.5,0.0,0.0,,0.0,0.0,-0.868421052632
437395000000,,0.5,0.0,0.0,,0.0,0.0,-0.736842105263
437446000000,,0.5,0.0,0.0,,0.0,0.0,-0.473684210526
437495000000,,0.5,0.0,0.0,,0.0,0.0,-0.736842105263
437542000000,,0.5,0.0,0.0,,0.0,0.0,-0.473684210526
437592000000,,0.5,0.0,0.0,,0.0,0.0,-0.736842105263
437643000000,,0.5,0.0,0.0,,0.0,0.0,-0.473684210526
437693000000,,0.5,0.0,0.0,,0.0,0.0,-0.342105263158
