rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,goal_id,stamp,secs,nsecs,id,goal,target_pose,header,seq,stamp,secs,nsecs,frame_id,pose,position,x,y,z,orientation,x,y,z,w
435228000000,,0,,435,228000000,'',,,435,228000000,"""/simple_navigation_goals-1-435.228000000""",,,,0,,435,226000000,"""odom""",,,-2.0,0.0,0.0,,0.0,0.0,0.0,1.0
450628000000,,1,,450,628000000,'',,,450,628000000,"""/simple_navigation_goals-2-450.628000000""",,,,0,,435,226000000,"""odom""",,,5.0,0.0,0.0,,0.0,0.0,0.0,1.0
467828000000,,2,,467,828000000,'',,,467,828000000,"""/simple_navigation_goals-3-467.828000000""",,,,0,,435,226000000,"""odom""",,,2.0,-2.0,0.0,,0.0,0.0,0.0,1.0
484779000000,,3,,484,779000000,'',,,484,779000000,"""/simple_navigation_goals-4-484.779000000""",,,,0,,435,226000000,"""odom""",,,-2.0,-2.0,0.0,,0.0,0.0,0.0,1.0
503879000000,,4,,503,879000000,'',,,503,879000000,"""/simple_navigation_goals-5-503.879000000""",,,,0,,435,226000000,"""odom""",,,-4.0,3.0,0.0,,0.0,0.0,0.0,1.0
525529000000,,5,,525,529000000,'',,,525,529000000,"""/simple_navigation_goals-6-525.529000000""",,,,0,,435,226000000,"""odom""",,,3.0,-2.0,0.0,,0.0,0.0,0.0,1.0
