rosbagTimestamp,linear,x,y,z,angular,x,y,z
318706000000,,0.0,0.0,0.0,,0.0,0.0,-1.0
318755000000,,0.0,0.0,0.0,,0.0,0.0,-1.0
318806000000,,0.0,0.0,0.0,,0.0,0.0,-1.0
318855000000,,0.0,0.0,0.0,,0.0,0.0,-1.0
318906000000,,0.0,0.0,0.0,,0.0,0.0,-1.0
318955000000,,0.0,0.0,0.0,,0.0,0.0,-1.0
319006000000,,0.0357894736842,0.0,0.0,,0.0,0.0,-1.0
319056000000,,0.0357894736842,0.0,0.0,,0.0,0.0,-1.0
319107000000,,0.0357894736842,0.0,0.0,,0.0,0.0,-1.0
319156000000,,0.0357894736842,0.0,0.0,,0.0,0.0,-1.0
319208000000,,0.0357894736842,0.0,0.0,,0.0,0.0,-1.0
319281000000,,0.01,0.0,0.0,,0.0,0.0,-1.0
319308000000,,0.01,0.0,0.0,,0.0,0.0,-1.0
319357000000,,0.01,0.0,0.0,,0.0,0.0,-1.0
319408000000,,0.448421052632,0.0,0.0,,0.0,0.0,-1.0
319462000000,,0.448421052632,0.0,0.0,,0.0,0.0,-1.0
319513000000,,0.474210526316,0.0,0.0,,0.0,0.0,-1.0
319558000000,,0.5,0.0,0.0,,0.0,0.0,-1.0
319608000000,,0.474210526316,0.0,0.0,,0.0,0.0,-1.0
319658000000,,0.474210526316,0.0,0.0,,0.0,0.0,-1.0
319730000000,,0.5,0.0,0.0,,0.0,0.0,-1.0
319758000000,,0.5,0.0,0.0,,0.0,0.0,-1.0
319806000000,,0.474210526316,0.0,0.0,,0.0,0.0,-1.0
319856000000,,0.474210526316,0.0,0.0,,0.0,0.0,-1.0
319906000000,,0.5,0.0,0.0,,0.0,0.0,-1.0
319956000000,,0.5,0.0,0.0,,0.0,0.0,-1.0
320006000000,,0.474210526316,0.0,0.0,,0.0,0.0,-1.0
320059000000,,0.5,0.0,0.0,,0.0,0.0,-1.0
320110000000,,0.5,0.0,0.0,,0.0,0.0,-1.0
320160000000,,0.5,0.0,0.0,,0.0,0.0,-1.0
320210000000,,0.474210526316,0.0,0.0,,0.0,0.0,-1.0
320260000000,,0.474210526316,0.0,0.0,,0.0,0.0,-1.0
320309000000,,0.474210526316,0.0,0.0,,0.0,0.0,-1.0
320358000000,,0.474210526316,0.0,0.0,,0.0,0.0,-1.0
320409000000,,0.474210526316,0.0,0.0,,0.0,0.0,-1.0
320459000000,,0.5,0.0,0.0,,0.0,0.0,-1.0
320510000000,,0.474210526316,0.0,0.0,,0.0,0.0,-1.0
320560000000,,0.5,0.0,0.0,,0.0,0.0,-1.0
320609000000,,0.474210526316,0.0,0.0,,0.0,0.0,-1.0
320659000000,,0.5,0.0,0.0,,0.0,0.0,-1.0
320710000000,,0.474210526316,0.0,0.0,,0.0,0.0,-1.0
320765000000,,0.5,0.0,0.0,,0.0,0.0,-1.0
320806000000,,0.5,0.0,0.0,,0.0,0.0,-0.868421052632
320856000000,,0.5,0.0,0.0,,0.0,0.0,-1.0
320906000000,,0.5,0.0,0.0,,0.0,0.0,-0.868421052632
320956000000,,0.5,0.0,0.0,,0.0,0.0,-0.736842105263
321006000000,,0.5,0.0,0.0,,0.0,0.0,-0.868421052632
321060000000,,0.5,0.0,0.0,,0.0,0.0,-0.736842105263
321110000000,,0.5,0.0,0.0,,0.0,0.0,-0.868421052632
321159000000,,0.5,0.0,0.0,,0.0,0.0,-0.736842105263
321210000000,,0.5,0.0,0.0,,0.0,0.0,-0.868421052632
321260000000,,0.5,0.0,0.0,,0.0,0.0,-0.736842105263
321310000000,,0.5,0.0,0.0,,0.0,0.0,-0.736842105263
321360000000,,0.5,0.0,0.0,,0.0,0.0,-0.605263157895
321410000000,,0.5,0.0,0.0,,0.0,0.0,-0.342105263158
321460000000,,0.5,0.0,0.0,,0.0,0.0,-0.605263157895
321509000000,,0.5,0.0,0.0,,0.0,0.0,-0.473684210526
321559000000,,0.5,0.0,0.0,,0.0,0.0,-0.605263157895
321610000000,,0.5,0.0,0.0,,0.0,0.0,-0.473684210526
321659000000,,0.5,0.0,0.0,,0.0,0.0,-0.605263157895
321709000000,,0.5,0.0,0.0,,0.0,0.0,-0.342105263158
321759000000,,0.5,0.0,0.0,,0.0,0.0,-0.210526315789
321806000000,,0.5,0.0,0.0,,0.0,0.0,-0.342105263158
321857000000,,0.5,0.0,0.0,,0.0,0.0,-0.342105263158
321906000000,,0.5,0.0,0.0,,0.0,0.0,-0.342105263158
321956000000,,0.5,0.0,0.0,,0.0,0.0,-0.342105263158
322006000000,,0.5,0.0,0.0,,0.0,0.0,-0.342105263158
322058000000,,0.5,0.0,0.0,,0.0,0.0,-0.210526315789
322110000000,,0.5,0.0,0.0,,0.0,0.0,-0.342105263158
322158000000,,0.5,0.0,0.0,,0.0,0.0,-0.210526315789
322209000000,,0.5,0.0,0.0,,0.0,0.0,-0.342105263158
322259000000,,0.5,0.0,0.0,,0.0,0.0,-0.210526315789
322310000000,,0.5,0.0,0.0,,0.0,0.0,-0.342105263158
322359000000,,0.5,0.0,0.0,,0.0,0.0,-0.210526315789
322410000000,,0.5,0.0,0.0,,0.0,0.0,0.0
322459000000,,0.5,0.0,0.0,,0.0,0.0,-0.210526315789
322510000000,,0.5,0.0,0.0,,0.0,0.0,-0.0789473684211
322559000000,,0.5,0.0,0.0,,0.0,0.0,-0.210526315789
322610000000,,0.5,0.0,0.0,,0.0,0.0,-0.0789473684211
322659000000,,0.5,0.0,0.0,,0.0,0.0,-0.210526315789
322710000000,,0.5,0.0,0.0,,0.0,0.0,-0.0789473684211
322759000000,,0.5,0.0,0.0,,0.0,0.0,-0.210526315789
